UF;Protocolo;Descrição;Projeto;Ação;Início do Atendimento;Fim do Atendimento;Instrumento
SC;SC0074816;Auxílio no Requerimento de Nota Fiscal;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;22/05/2020 16:29;22/05/2020 16:30;Informação Presencial
SC;SC0074819;Emissão de Guia;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;22/05/2020 16:30;22/05/2020 16:31;Informação Presencial
SC;SC0074820;Viabilidade;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;22/05/2020 16:31;22/05/2020 16:31;Informação Presencial
SC;SC0074825;Viabilidade;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;22/05/2020 16:32;22/05/2020 16:33;Informação Presencial
SC;SC0074832;Viabilidade;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;22/05/2020 16:34;22/05/2020 16:35;Informação Presencial
SC;SC0074842;Viabilidade;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;22/05/2020 16:39;22/05/2020 16:40;Informação Presencial
SC;SC0074847;Emissão de Guia;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;22/05/2020 16:40;22/05/2020 16:41;Informação Presencial
SC;SC0074854;Viabilidade;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;22/05/2020 16:43;22/05/2020 16:43;Informação Presencial
SC;SC0074857;Emissão de Guia;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;22/05/2020 16:43;22/05/2020 16:44;Informação Presencial
SC;SC0074860;Viabilidade;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;22/05/2020 16:44;22/05/2020 16:45;Informação Presencial
SC;SC0074863;Abertura do Mei;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;22/05/2020 16:45;22/05/2020 16:46;Informação Presencial
SC;SC0074871;Abertura do Mei;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;22/05/2020 16:47;22/05/2020 16:48;Informação Presencial
SC;SC0074872;at;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;22/05/2020 16:50;22/05/2020 16:51;Orientação Técnica Presencial
SC;SC0074877;Abertura do Mei;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;22/05/2020 16:51;22/05/2020 16:52;Informação Presencial
SC;SC0074881;Viabilidade;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;22/05/2020 16:54;22/05/2020 16:54;Informação Presencial
SC;SC0074883;Viabilidade;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;22/05/2020 16:55;22/05/2020 16:56;Informação Presencial
SC;SC0074891;Viabilidade;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;22/05/2020 16:57;22/05/2020 16:57;Informação Presencial
SC;SC0074893;Viabilidade;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;22/05/2020 16:59;22/05/2020 16:59;Informação Presencial
SC;SC0074897;Viabilidade;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;22/05/2020 17:00;22/05/2020 17:00;Informação Presencial
SC;SC0074898;Abertura do Mei;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;22/05/2020 17:00;22/05/2020 17:01;Informação Presencial
SC;SC0074901;Viabilidade;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;22/05/2020 17:01;22/05/2020 17:01;Informação Presencial
SC;SC0074905;Viabilidade;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;22/05/2020 17:02;22/05/2020 17:03;Informação Presencial
SC;SC0074973;at;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;22/05/2020 17:52;22/05/2020 17:54;Orientação Técnica Presencial
SC;SC0074975;at;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;22/05/2020 17:55;22/05/2020 18:16;Orientação Técnica Presencial
SC;SC0074992;at;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;22/05/2020 18:39;22/05/2020 18:40;Orientação Técnica Presencial
SC;SC0074993;at;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;22/05/2020 18:44;22/05/2020 18:45;Orientação Técnica Presencial
SC;SC0074994;at;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;22/05/2020 18:46;22/05/2020 18:46;Orientação Técnica Presencial
SC;SC0074995;AT;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;22/05/2020 18:48;22/05/2020 18:54;Orientação Técnica Presencial
SC;SC0074996;AT;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;22/05/2020 18:55;22/05/2020 18:57;Orientação Técnica Presencial
SC;SC0075070;Preenchimento de FAC de alteração de endereço e inclusão de atividades.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;25/05/2020 06:33;25/05/2020 06:41;Orientação Técnica Presencial
SC;SC0075071;"Preenchimento de FAC de abertura de estabelecimento.
Emissão de Certificado de MEI;
CNPJ;
Alvará;
Guias DAS.";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;25/05/2020 06:41;25/05/2020 06:49;Orientação Técnica Presencial
SC;SC0075180;Realizado DASN-SIMEI e emissão do DAS, realizado também a entrega do alvará 2020;SC - Atendimento Territorial - Estadual;Orientação;25/05/2020 09:23;25/05/2020 09:41;Orientação Técnica Presencial
SC;SC0075240;"• Preenchimento do pedido de Viabilidade - Abertura
Além de serem prestados os esclarecimentos sobre os limites/exigências para abertura e as vantagens que possuem os MEI,  foi realizada o protocolo de viabilidade de abertura no sistema REGIN, sendo solicitado ao contribuinte que contato a Sala do Empreendedor em uma semana para verificar seu resultado.";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;25/05/2020 09:58;25/05/2020 10:09;Orientação Técnica Presencial
SC;SC0075254;Entrada ao processo de viabilidade.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;25/05/2020 10:06;25/05/2020 10:10;Orientação Técnica Presencial
SC;SC0075287;"• Preenchimento da FAC e impressão de documentos para cadastro 
Foram impressos para o contribuinte o CNPJ, CCMEI, DAS, bem como foi preenchida a FAC municipal, sendo realizado o cadastro junto ao município, bem como a impressão do Alvará de Funcionamento. Além da entrega do alvará contribuinte foi informado sobre a necessidade de realizar a declaração anual até maio do ano corrente, da necessidade de emissão de guias no portal do EI (DAS) e que deveria retornar anualmente, no início do ano, na Prefeitura para verificar se a lei de isenção das taxas para EI continua em vigor.";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;25/05/2020 10:22;25/05/2020 10:23;Orientação Técnica Presencial
SC;SC0075352;"• Preenchimento do pedido de Viabilidade - Abertura
Além de serem prestados os esclarecimentos sobre os limites/exigências para abertura e as vantagens que possuem os MEI,  foi realizada o protocolo de viabilidade de abertura no sistema REGIN, sendo solicitado ao contribuinte que contato a Sala do Empreendedor em uma semana para verificar seu resultado.";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;25/05/2020 10:50;25/05/2020 10:52;Orientação Técnica Presencial
SC;SC0075361;Orientação de como realizar a abertura do MEI na cidade para prestar serviço com máquinas pesadas;SC - Atendimento Territorial - Estadual;Orientação;25/05/2020 10:58;25/05/2020 11:22;Orientação Técnica Presencial
SC;SC0075386;"• Declaração Anual de Faturamento e Emissão de Guia
Realizada a Declaração anual de faturamento do site do MEI conforme valores informados pelo contribuinte, bem como a emissão da DAS de pagamento para o ano.";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;25/05/2020 11:10;25/05/2020 11:10;Orientação Técnica Presencial
SC;SC0075400;Entrada ao processo de viabilidade.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;25/05/2020 11:21;25/05/2020 11:23;Orientação Técnica Presencial
SC;SC0075415;orientação realizada para cliente, sobre abertura de MEI;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;25/05/2020 11:28;25/05/2020 11:41;Orientação Técnica Presencial
SC;SC0075426;Auxilio Emergencial.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;25/05/2020 11:34;25/05/2020 11:35;Informação Presencial
SC;SC0075440;"• Preenchimento do pedido de Viabilidade - Abertura
Além de serem prestados os esclarecimentos sobre os limites/exigências para abertura e as vantagens que possuem os MEI,  foi realizada o protocolo de viabilidade de abertura no sistema REGIN, sendo solicitado ao contribuinte que contato a Sala do Empreendedor em uma semana para verificar seu resultado.";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;25/05/2020 11:42;25/05/2020 11:43;Orientação Técnica Presencial
SC;SC0075441;"realizada abertura de MEI, juntamento com a sala do empreendedor. 
EMISSÃO E ENTREGA DE DAS.";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;25/05/2020 11:42;25/05/2020 11:55;Orientação Técnica Presencial
SC;SC0075467;"• Preenchimento do pedido de Viabilidade - Abertura
Além de serem prestados os esclarecimentos sobre os limites/exigências para abertura e as vantagens que possuem os MEI,  foi realizada o protocolo de viabilidade de abertura no sistema REGIN, sendo solicitado ao contribuinte que contato a Sala do Empreendedor em uma semana para verificar seu resultado.";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;25/05/2020 12:05;25/05/2020 12:07;Orientação Técnica Presencial
SC;SC0075508;Abertura do Mei;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;25/05/2020 13:20;25/05/2020 13:20;Informação Presencial
SC;SC0075511;Emissão de Guia;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;25/05/2020 13:22;25/05/2020 13:23;Informação Presencial
SC;SC0075551;Contribuinte veio a sala do empreendedor solicitando que fosse entregue sua Declaração Anual do SIMEI. Conforme os dados informados pelo mesmo foi preenchida e entregue a declaração. Solicitou também a reimpressão atualizada de guias DAS que se encontravam vencidas para pagamento. Período de 10/2019 à 02/2020.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;25/05/2020 13:44;25/05/2020 13:50;Orientação Técnica Presencial
SC;SC0075609;Conforme solicitação do contribuinte foi gerado login e senha para efetuar a emissão de notas fiscais de serviço por meio eletrônico. Foram passadas as orientações de como proceder para emissão das mesmas junto ao site www.prefeituramoderna.com.br.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;25/05/2020 14:17;25/05/2020 14:26;Orientação Técnica Presencial
SC;SC0075615;at;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;25/05/2020 14:22;25/05/2020 14:27;Orientação Técnica Presencial
SC;SC0075620;Conforme solicitação do contribuinte foi gerado login e senha para efetuar a emissão de notas fiscais de serviço por meio eletrônico. Foram passadas as orientações de como proceder para emissão das mesmas junto ao site www.prefeituramoderna.com.br.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;25/05/2020 14:26;25/05/2020 14:37;Orientação Técnica Presencial
SC;SC0075656;PROMOTOR(A) DE TURISMO LOCAL;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;25/05/2020 14:47;25/05/2020 14:48;Informação Presencial
SC;SC0075663;Viabilidade;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;25/05/2020 14:51;25/05/2020 14:51;Informação Presencial
SC;SC0075668;Baixa do Mei;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;25/05/2020 14:52;25/05/2020 14:53;Informação Presencial
SC;SC0075688;"Contribuinte veio a sala do empreendedor solicitando que fosse realizado alteração em seu CNPJ. Foi incluído a atividade 2512-8/00	Fabricação De Esquadrias De Metal.";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;25/05/2020 15:01;25/05/2020 15:03;Orientação Técnica Presencial
SC;SC0075796;Viabilidade Refeita;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;25/05/2020 15:53;25/05/2020 15:53;Informação Presencial
SC;SC0075802;Informações;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;25/05/2020 15:54;25/05/2020 15:55;Informação Presencial
SC;SC0075805;Baixa do Mei;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;25/05/2020 15:55;25/05/2020 15:56;Informação Presencial
SC;SC0075871;Emissão de Guia;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;25/05/2020 16:31;25/05/2020 16:32;Informação Presencial
SC;SC0075878;Declaração Anual;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;25/05/2020 16:35;25/05/2020 16:35;Informação Presencial
SC;SC0075998;Contribuinte veio a sala do empreendedor solicitando que fosse entregue sua Declaração Anual do SIMEI. Conforme os dados informados pelo mesmo foi preenchida e entregue a declaração, ficando registrada com o número do recibo 02072014600897808.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;25/05/2020 18:12;25/05/2020 18:14;Orientação Técnica Presencial
SC;SC0076017;emissão de nota fiscal de serviço avulsa.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;26/05/2020 06:33;26/05/2020 06:35;Orientação Técnica Presencial
SC;SC0076018;EMISSÃO DE NOTA FISCAL DE SERVIÇO AVULSA;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;26/05/2020 06:35;26/05/2020 06:37;Orientação Técnica Presencial
SC;SC0076019;EMISSÃO DE NOTA FISCAL AVULSA DE SERVIÇO.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;26/05/2020 06:37;26/05/2020 06:39;Orientação Técnica Presencial
SC;SC0076020;EMISSÃO DE NOTA FISCAL DE SERVIÇO AVULSA.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;26/05/2020 06:39;26/05/2020 06:41;Orientação Técnica Presencial
SC;SC0076021;EMISSÃO DE NOTA FISCAL DE SERVIÇO AVULSA.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;26/05/2020 06:41;26/05/2020 06:43;Orientação Técnica Presencial
SC;SC0076022;EMISSÃO DE NOTA FISCAL DE SERVIÇO AVULSA.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;26/05/2020 06:43;26/05/2020 06:44;Orientação Técnica Presencial
SC;SC0076023;EMISSÃO DE NOTA FISCAL DE SERVIÇO AVULSA.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;26/05/2020 06:44;26/05/2020 06:45;Orientação Técnica Presencial
SC;SC0076024;EMISSÃO DE NOTA FISCAL DE SERVIÇO AVULSA.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;26/05/2020 06:45;26/05/2020 06:46;Orientação Técnica Presencial
SC;SC0076083;"• Declaração Anual de Faturamento e Emissão de Guia
Realizada a Declaração anual de faturamento do site do MEI conforme valores informados pelo contribuinte, bem como a emissão da DAS de pagamento para o ano.";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;26/05/2020 09:19;26/05/2020 09:28;Orientação Técnica Presencial
SC;SC0076087;Auxilio emergencial.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;26/05/2020 09:28;26/05/2020 09:29;Orientação Técnica Presencial
SC;SC0076156;"• Solicitação de Baixa
Realizada a baixa no site do empreendedor e aberto protocolo para a baixa municipal, instruído a procurar a Receita Estadual caso tenha solicitado inscrição Estadual, assim como realizada declaração anual até a data de baixa.";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;26/05/2020 10:16;26/05/2020 10:17;Orientação Técnica Presencial
SC;SC0076204;"• Declaração Anual de Faturamento e Emissão de Guia
Realizada a Declaração anual de faturamento do site do MEI conforme valores informados pelo contribuinte, bem como a emissão da DAS de pagamento para o ano.";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;26/05/2020 10:48;26/05/2020 11:34;Orientação Técnica Presencial
SC;SC0076291;"• Preenchimento da FAC e impressão de documentos para cadastro 
Foram impressos para o contribuinte o CNPJ, CCMEI, DAS, bem como foi preenchida a FAC municipal, sendo realizado o cadastro junto ao município, bem como a impressão do Alvará de Funcionamento. Além da entrega do alvará contribuinte foi informado sobre a necessidade de realizar a declaração anual até maio do ano corrente, da necessidade de emissão de guias no portal do EI (DAS) e que deveria retornar anualmente, no início do ano, na Prefeitura para verificar se a lei de isenção das taxas para EI continua em vigor.";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;26/05/2020 11:34;26/05/2020 11:38;Orientação Técnica Presencial
SC;SC0076345;"• Plantão Fiscal – Emissão Nota Avulsa Autônomo
Emissão de nota avulsa de serviço para profissional autônomo";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;26/05/2020 12:47;26/05/2020 12:49;Orientação Técnica Presencial
SC;SC0076390;at;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;26/05/2020 13:20;26/05/2020 13:22;Orientação Técnica Presencial
SC;SC0076396;Entrada ao processo de viabilidade.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;26/05/2020 13:23;26/05/2020 13:24;Orientação Técnica Presencial
SC;SC0076398;Contribuinte veio a sala do empreendedor solicitando informações referentes ao MEI e a impressão das guias DAS de 05/2020 à 12/2020 para pagamento.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;26/05/2020 13:25;26/05/2020 13:29;Orientação Técnica Presencial
